player,score
pverte,424242
Hershel, 3965
Hector,2493
Inès,237
Agathe, 13
player,10
player,10
Pverte,39
player,15
player,10
player,10
player,10
player,20
player,30
player,40
player,50
player,60
player,70
player,80
player,90
player,100
player,10
player,10
